Date,UUP
2010-05-28,21.82939166243414
2010-06-01,21.89202576990132
2010-06-02,21.917944618580584
2010-06-03,21.946022240738756
2010-06-04,22.19224494159456
2010-06-07,22.291593237164797
2010-06-08,22.252714527993888
2010-06-09,22.114487237176277
2010-06-10,21.954662664654112
2010-06-11,22.01081617002896
2010-06-14,21.758120488650942
2010-06-15,21.658762580946135
2010-06-16,21.667404231060267
2010-06-17,21.5572513241675
2010-06-18,21.552934606895736
2010-06-21,21.57669153691143
2010-06-22,21.63500604779309
2010-06-23,21.63068833299034
2010-06-24,21.55725411070566
2010-06-25,21.51837632187162
2010-06-28,21.52485557089425
2010-06-29,21.66524429639876
2010-06-30,21.622050224540466
2010-07-01,21.330473039077123
2010-07-02,21.209518901978868
2010-07-06,21.151206597742966
2010-07-07,21.112327891281907
2010-07-08,21.07129060582374
2010-07-09,21.108007059667816
2010-07-12,21.183600190801037
2010-07-13,21.03025542545765
2010-07-14,20.96546091606583
2010-07-15,20.74947806076846
2010-07-16,20.710598865863133
2010-07-19,20.74515764549855
2010-07-20,20.81859238868939
2010-07-21,20.900664248163636
2010-07-22,20.781874754717137
2010-07-23,20.784036848080255
2010-07-26,20.64580598385998
2010-07-27,20.645805011104464
2010-07-28,20.6242054520304
2010-07-29,20.498939166105075
2010-07-30,20.522695874073047
2010-08-02,20.349909105038908
2010-08-03,20.254874737688244
2010-08-04,20.30887239821869
2010-08-05,20.30455009664546
2010-08-06,20.170642093131406
2010-08-09,20.25487413333387
2010-08-10,20.36934759899852
2010-08-11,20.617727834712568
2010-08-12,20.730037358228373
2010-08-13,20.78403295291452
2010-08-16,20.69764102483787
2010-08-17,20.643645076833618
2010-08-18,20.632845022425848
2010-08-19,20.656604570155245
2010-08-20,20.866107148816152
2010-08-23,20.855308644988618
2010-08-24,20.868267391514188
2010-08-25,20.887705996858834
2010-08-26,20.77539511945926
2010-08-27,20.79483413696289
2010-08-30,20.822911179739144
2010-08-31,20.820750422894328
2010-09-01,20.66092416751146
2010-09-02,20.66956171716816
2010-09-03,20.59612865841597
2010-09-07,20.723560047195903
2010-09-08,20.704120660187353
2010-09-09,20.68468216609361
